index,col1,col2,col3-bioproject,col4-biosample,col5,col7-organism,col5_is_acc,biosample_uid,assembly_uid,assembly_accession,url,organism
159,NZ,945360,PRJNA179636,SAMN02472087,NZ_AERO,Shigella_flexneri_CDC_796_83,False,2472087,463088,GCF_000193935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/935/GCF_000193935.1_ASM19393v2/GCF_000193935.1_ASM19393v2_genomic.fna.gz,Shigella flexneri CDC 796-83 (enterobacteria)
160,NC,316401,PRJNA224116,,GCF_000210475.1,Escherichia_coli_ETEC_H10407,True,,379808,GCF_000210475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/475/GCF_000210475.1_ASM21047v1/GCF_000210475.1_ASM21047v1_genomic.fna.gz,Escherichia coli ETEC H10407 (E. coli)
161,NC,362663,PRJNA224116,SAMN02604181,GCF_000013305.1,Escherichia_coli_536,True,2604181,34408,GCF_000013305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/305/GCF_000013305.1_ASM1330v1/GCF_000013305.1_ASM1330v1_genomic.fna.gz,Escherichia coli 536 (E. coli)
162,NC,386585,PRJNA57781,,,Escherichia_coli_O157_H7_str._Sakai,False,,,,,
163,NC,405955,PRJNA224116,SAMN02603424,GCF_000014845.1,Escherichia_coli_APEC_O1,True,2603424,35948,GCF_000014845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/845/GCF_000014845.1_ASM1484v1/GCF_000014845.1_ASM1484v1_genomic.fna.gz,Escherichia coli APEC O1 (E. coli)
164,NC,431946,PRJNA224116,,GCF_000010485.1,Escherichia_coli_SE15,True,,380618,GCF_000010485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/485/GCF_000010485.1_ASM1048v1/GCF_000010485.1_ASM1048v1_genomic.fna.gz,Escherichia coli SE15 (E. coli)
165,NC,585057,PRJNA59381,,,Escherichia_coli_IAI39,False,,,,,
166,NC,595495,PRJNA224116,SAMN00016779,GCF_000147855.2,Escherichia_coli_KO11FL,True,16779,359678,GCF_000147855.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/855/GCF_000147855.2_ASM14785v3/GCF_000147855.2_ASM14785v3_genomic.fna.gz,Escherichia coli KO11FL (E. coli)
167,NC,866768,PRJNA224116,SAMN00002656,GCF_000023665.1,Escherichia_coli_BL21_Gold_DE3_pLysS_AG_,True,2656,44328,GCF_000023665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/665/GCF_000023665.1_ASM2366v1/GCF_000023665.1_ASM2366v1_genomic.fna.gz,Escherichia coli 'BL21-Gold(DE3)pLysS AG' (E. coli)
168,NC,910348,PRJNA224116,SAMN02603904,GCF_000257275.1,Escherichia_coli_P12b,True,2603904,378418,GCF_000257275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/275/GCF_000257275.1_ASM25727v1/GCF_000257275.1_ASM25727v1_genomic.fna.gz,Escherichia coli P12b (E. coli)
169,NZ,1005402,PRJNA224116,SAMN01041333,GCF_000316425.1,Escherichia_coli_90.2281,True,1041333,548941,GCF_000316425.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/425/GCF_000316425.2_ASM31642v2/GCF_000316425.2_ASM31642v2_genomic.fna.gz,Escherichia coli 90.2281 (E. coli)
170,NZ,1005410,PRJNA224116,SAMN01041346,GCF_000316905.1,Escherichia_coli_96.0428,True,1041346,549201,GCF_000316905.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/905/GCF_000316905.2_ASM31690v2/GCF_000316905.2_ASM31690v2_genomic.fna.gz,Escherichia coli 96.0428 (E. coli)
171,NZ,1005418,PRJNA224116,SAMN01041352,GCF_000316725.1,Escherichia_coli_97.1742,True,1041352,549061,GCF_000316725.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/725/GCF_000316725.2_ASM31672v2/GCF_000316725.2_ASM31672v2_genomic.fna.gz,Escherichia coli 97.1742 (E. coli)
172,NZ,1005432,PRJNA188358,SAMN01112697,NZ_AOEB,Escherichia_coli_99.0839,False,1112697,549581,GCF_000335255.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/255/GCF_000335255.2_ASM33525v2/GCF_000335255.2_ASM33525v2_genomic.fna.gz,Escherichia coli 99.0839 (E. coli)
173,NZ,1005441,PRJNA224116,SAMN00808720,GCF_000303235.1,Escherichia_coli_0.1304,True,808720,552791,GCF_000303235.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/235/GCF_000303235.2_ASM30323v2/GCF_000303235.2_ASM30323v2_genomic.fna.gz,Escherichia coli 0.1304 (E. coli)
174,NZ,1005487,PRJNA188368,SAMN01112701,NZ_AOEL,Escherichia_coli_PA2,False,1112701,549691,GCF_000335355.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/355/GCF_000335355.2_ASM33535v2/GCF_000335355.2_ASM33535v2_genomic.fna.gz,Escherichia coli PA2 (E. coli)
175,NZ,1005497,PRJNA180536,SAMN02435925,NZ_AKLI,Escherichia_coli_PA22,False,2435925,485628,GCF_000267085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/085/GCF_000267085.1_ASM26708v1/GCF_000267085.1_ASM26708v1_genomic.fna.gz,Escherichia coli PA22 (E. coli)
176,NZ,1005499,PRJNA224116,SAMN02435950,GCF_000267805.1,Escherichia_coli_PA24,True,2435950,551351,GCF_000267805.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/805/GCF_000267805.2_ASM26780v2/GCF_000267805.2_ASM26780v2_genomic.fna.gz,Escherichia coli PA24 (E. coli)
177,NZ,1005501,PRJNA224116,SAMN02435926,GCF_000267765.1,Escherichia_coli_PA28,True,2435926,546051,GCF_000267765.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/765/GCF_000267765.2_ASM26776v2/GCF_000267765.2_ASM26776v2_genomic.fna.gz,Escherichia coli PA28 (E. coli)
178,NZ,1005507,PRJNA224116,SAMN02435919,GCF_000267685.1,Escherichia_coli_PA39,True,2435919,545971,GCF_000267685.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/685/GCF_000267685.2_ASM26768v2/GCF_000267685.2_ASM26768v2_genomic.fna.gz,Escherichia coli PA39 (E. coli)
179,NZ,1005510,PRJNA224116,SAMN02435979,GCF_000267645.1,Escherichia_coli_PA42,True,2435979,545931,GCF_000267645.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/645/GCF_000267645.2_ASM26764v2/GCF_000267645.2_ASM26764v2_genomic.fna.gz,Escherichia coli PA42 (E. coli)
180,NZ,1005514,PRJNA224116,SAMN00794587,GCF_000303915.1,Escherichia_coli_PA49,True,794587,548161,GCF_000303915.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/915/GCF_000303915.2_ASM30391v2/GCF_000303915.2_ASM30391v2_genomic.fna.gz,Escherichia coli PA49 (E. coli)
181,NZ,1005519,PRJNA224116,SAMN02435952,GCF_000267605.1,Escherichia_coli_TW09098,True,2435952,545911,GCF_000267605.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/605/GCF_000267605.2_ASM26760v2/GCF_000267605.2_ASM26760v2_genomic.fna.gz,Escherichia coli TW09098 (E. coli)
182,NZ,1005531,PRJNA224116,SAMN02435930,GCF_000267305.1,Escherichia_coli_EC4439,True,2435930,545671,GCF_000267305.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/267/305/GCF_000267305.2_ASM26730v2/GCF_000267305.2_ASM26730v2_genomic.fna.gz,Escherichia coli EC4439 (E. coli)
183,NZ,1005550,PRJNA224116,SAMN00808713,GCF_000303395.1,Escherichia_coli_EC1865,True,808713,547831,GCF_000303395.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/395/GCF_000303395.2_ASM30339v2/GCF_000303395.2_ASM30339v2_genomic.fna.gz,Escherichia coli EC1865 (E. coli)
184,NZ,1005558,PRJNA224116,SAMN00794592,GCF_000303995.1,Escherichia_coli_5905,True,794592,548241,GCF_000303995.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/995/GCF_000303995.2_ASM30399v2/GCF_000303995.2_ASM30399v2_genomic.fna.gz,Escherichia coli 5905 (E. coli)
185,NZ,1005560,PRJNA224116,SAMN00794594,GCF_000304035.1,Escherichia_coli_EC96038,True,794594,548271,GCF_000304035.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/035/GCF_000304035.2_ASM30403v2/GCF_000304035.2_ASM30403v2_genomic.fna.gz,Escherichia coli EC96038 (E. coli)
186,NZ,1005561,PRJNA224116,SAMN02435973,GCF_000304055.1,Escherichia_coli_5412,True,2435973,548291,GCF_000304055.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/055/GCF_000304055.2_ASM30405v2/GCF_000304055.2_ASM30405v2_genomic.fna.gz,Escherichia coli 5412 (E. coli)
187,NZ,1005566,PRJNA224116,SAMN00808699,GCF_000303655.1,Escherichia_coli_07798,True,808699,548021,GCF_000303655.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/303/655/GCF_000303655.2_ASM30365v2/GCF_000303655.2_ASM30365v2_genomic.fna.gz,Escherichia coli 07798 (E. coli)
188,NZ,1048266,PRJNA181572,SAMN02596705,,Escherichia_coli_O104_H4_str._09_7901,False,715302,467788,GCF_000235225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/225/GCF_000235225.1_Esch_coli_09-7901_V2/GCF_000235225.1_Esch_coli_09-7901_V2_genomic.fna.gz,Escherichia coli O104:H4 str. 09-7901 (E. coli)
189,NZ,1051349,PRJNA188365,SAMN01112590,NZ_AOEI,Escherichia_coli_PA11,False,1112590,549731,GCF_000335415.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/415/GCF_000335415.2_ASM33541v2/GCF_000335415.2_ASM33541v2_genomic.fna.gz,Escherichia coli PA11 (E. coli)
190,NZ,1051351,PRJNA188366,SAMN01112591,NZ_AOEJ,Escherichia_coli_PA19,False,1112591,549671,GCF_000335335.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/335/335/GCF_000335335.2_ASM33533v2/GCF_000335335.2_ASM33533v2_genomic.fna.gz,Escherichia coli PA19 (E. coli)
191,NZ,1068618,PRJNA181580,SAMN02596712,,Escherichia_coli_O104_H4_str._11_4632_C2,False,715309,468628,GCF_000235105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/105/GCF_000235105.1_Esch_coli_11-4632_C2_V2/GCF_000235105.1_Esch_coli_11-4632_C2_V2_genomic.fna.gz,Escherichia coli O104:H4 str. 11-4632 C2 (E. coli)
192,NZ,1078031,PRJNA190307,SAMN02952924,NZ_AGTJ,Escherichia_coli_O121_H19_str._MT_2,False,2952924,354861,GCF_000234275.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/275/GCF_000234275.2_ASM23427v3/GCF_000234275.2_ASM23427v3_genomic.fna.gz,Escherichia coli O121:H19 str. MT#2 (E. coli)
193,NZ,1081887,PRJNA224116,SAMN01112698,GCF_000340455.1,Escherichia_coli_09BKT078844,True,1112698,552361,GCF_000340455.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/455/GCF_000340455.2_ASM34045v2/GCF_000340455.2_ASM34045v2_genomic.fna.gz,Escherichia coli 09BKT078844 (E. coli)
194,NZ,1089445,PRJNA180421,SAMN02470913,NZ_AJPQ,Escherichia_coli_AI27,False,2470913,482448,GCF_000259135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/135/GCF_000259135.1_ECAI27.hybrid.1/GCF_000259135.1_ECAI27.hybrid.1_genomic.fna.gz,Escherichia coli AI27 (E. coli)
195,NZ,1090927,PRJNA224116,SAMN02472043,GCF_000353545.1,Escherichia_coli_O104_H4_str._E92_11,True,2472043,567198,GCF_000353545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/353/545/GCF_000353545.1_E92_11NrN01/GCF_000353545.1_E92_11NrN01_genomic.fna.gz,Escherichia coli O104:H4 str. E92/11 (E. coli)
196,NZ,1116007,PRJNA197948,SAMN00829263,NZ_AQEB,Escherichia_coli_2731150,False,829263,563161,GCF_000354895.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/895/GCF_000354895.2_ASM35489v2/GCF_000354895.2_ASM35489v2_genomic.fna.gz,Escherichia coli 2731150 (E. coli)
197,NZ,1116013,PRJNA197944,SAMN00829258,NZ_AQDX,Escherichia_coli_2762100,False,829258,673058,GCF_000355535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/535/GCF_000355535.1_ASM35553v1/GCF_000355535.1_ASM35553v1_genomic.fna.gz,Escherichia coli 2762100 (E. coli)
198,NZ,1116018,PRJNA197936,SAMN00829269,NZ_AQDP,Escherichia_coli_2850400,False,829269,573938,GCF_000355055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/055/GCF_000355055.1_ASM35505v1/GCF_000355055.1_ASM35505v1_genomic.fna.gz,Escherichia coli 2850400 (E. coli)
199,NZ,1116023,PRJNA197931,SAMN00829274,NZ_AQDK,Escherichia_coli_2861200,False,829274,563201,GCF_000355035.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/035/GCF_000355035.2_ASM35503v2/GCF_000355035.2_ASM35503v2_genomic.fna.gz,Escherichia coli 2861200 (E. coli)
200,NZ,1116027,PRJNA197781,SAMN00829277,NZ_APXJ,Escherichia_coli_2866350,False,829277,563831,GCF_000356505.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/505/GCF_000356505.2_ASM35650v2/GCF_000356505.2_ASM35650v2_genomic.fna.gz,Escherichia coli 2866350 (E. coli)
201,NZ,1116036,PRJNA197782,SAMN00829286,NZ_APXK,Escherichia_coli_2875150,False,829286,578698,GCF_000356245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/245/GCF_000356245.1_ASM35624v1/GCF_000356245.1_ASM35624v1_genomic.fna.gz,Escherichia coli 2875150 (E. coli)
202,NZ,1116045,PRJNA197798,SAMN00829350,NZ_APYA,Escherichia_coli_P0299438.10,False,829350,564241,GCF_000357585.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/585/GCF_000357585.2_ASM35758v2/GCF_000357585.2_ASM35758v2_genomic.fna.gz,Escherichia coli P0299438.10 (E. coli)
203,NZ,1116051,PRJNA197812,SAMN00829368,NZ_APYO,Escherichia_coli_P0299917.5,False,829368,579778,GCF_000357325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/325/GCF_000357325.1_ASM35732v1/GCF_000357325.1_ASM35732v1_genomic.fna.gz,Escherichia coli P0299917.5 (E. coli)
204,NZ,1116052,PRJNA197813,SAMN00829367,NZ_APYP,Escherichia_coli_P0299917.6,False,829367,564121,GCF_000357345.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/345/GCF_000357345.2_ASM35734v2/GCF_000357345.2_ASM35734v2_genomic.fna.gz,Escherichia coli P0299917.6 (E. coli)
205,NZ,1116061,PRJNA197911,SAMN00829316,NZ_AQCQ,Escherichia_coli_MP021017.5,False,829316,554111,GCF_000354515.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/515/GCF_000354515.2_ASM35451v2/GCF_000354515.2_ASM35451v2_genomic.fna.gz,Escherichia coli MP021017.5 (E. coli)
206,NZ,1116069,PRJNA197820,SAMN00829405,NZ_APYW,Escherichia_coli_P0301867.5,False,829405,564751,GCF_000358855.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/855/GCF_000358855.2_ASM35885v2/GCF_000358855.2_ASM35885v2_genomic.fna.gz,Escherichia coli P0301867.5 (E. coli)
207,NZ,1116077,PRJNA197854,SAMN00829418,NZ_AQAE,Escherichia_coli_P0302293.8,False,829418,579418,GCF_000356965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/965/GCF_000356965.1_ASM35696v1/GCF_000356965.1_ASM35696v1_genomic.fna.gz,Escherichia coli P0302293.8 (E. coli)
208,NZ,1116084,PRJNA197882,SAMN00829519,NZ_AQBH,Escherichia_coli_P0305260.10,False,829519,564371,GCF_000357925.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/925/GCF_000357925.2_ASM35792v2/GCF_000357925.2_ASM35792v2_genomic.fna.gz,Escherichia coli P0305260.10 (E. coli)
209,NZ,1116090,PRJNA197898,SAMN00829541,NZ_AQBX,Escherichia_coli_p0305293.2,False,829541,564661,GCF_000358635.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/635/GCF_000358635.2_ASM35863v2/GCF_000358635.2_ASM35863v2_genomic.fna.gz,Escherichia coli p0305293.2 (E. coli)
210,NZ,1116095,PRJNA197903,SAMN00829546,NZ_AQCC,Escherichia_coli_p0305293.7,False,829546,564821,GCF_000359095.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/095/GCF_000359095.2_ASM35909v2/GCF_000359095.2_ASM35909v2_genomic.fna.gz,Escherichia coli p0305293.7 (E. coli)
211,NZ,1116098,PRJNA197894,SAMN00829536,NZ_AQBT,Escherichia_coli_p0305293.10,False,829536,581008,GCF_000358555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/555/GCF_000358555.1_ASM35855v1/GCF_000358555.1_ASM35855v1_genomic.fna.gz,Escherichia coli p0305293.10 (E. coli)
212,NZ,1116101,PRJNA197832,SAMN00829539,NZ_APZI,Escherichia_coli_p0305293.13,False,829539,563971,GCF_000356865.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/865/GCF_000356865.2_ASM35686v2/GCF_000356865.2_ASM35686v2_genomic.fna.gz,Escherichia coli p0305293.13 (E. coli)
213,NZ,1116102,PRJNA197897,SAMN00829540,NZ_AQBW,Escherichia_coli_p0305293.15,False,829540,564651,GCF_000358615.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/615/GCF_000358615.2_ASM35861v2/GCF_000358615.2_ASM35861v2_genomic.fna.gz,Escherichia coli p0305293.15 (E. coli)
214,NZ,1116116,PRJNA197785,SAMN00829296,NZ_APXN,Escherichia_coli_BCE030_MS_09,False,829296,578838,GCF_000356385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/385/GCF_000356385.1_ASM35638v1/GCF_000356385.1_ASM35638v1_genomic.fna.gz,Escherichia coli BCE030_MS-09 (E. coli)
215,NZ,1116126,PRJNA197999,SAMN00829265,NZ_AQGG,Escherichia_coli_2846750,False,829265,563901,GCF_000356685.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/685/GCF_000356685.2_ASM35668v2/GCF_000356685.2_ASM35668v2_genomic.fna.gz,Escherichia coli 2846750 (E. coli)
216,NZ,1116130,PRJNA197952,SAMN00829235,NZ_AQEF,Escherichia_coli_199900.1,False,829235,578578,GCF_000356125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/125/GCF_000356125.1_ASM35612v1/GCF_000356125.1_ASM35612v1_genomic.fna.gz,Escherichia coli 199900.1 (E. coli)
217,NZ,1116136,PRJNA197968,SAMN00829335,NZ_AQEV,Escherichia_coli_MP021561.2,False,829335,563131,GCF_000354795.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/795/GCF_000354795.2_ASM35479v2/GCF_000354795.2_ASM35479v2_genomic.fna.gz,Escherichia coli MP021561.2 (E. coli)
218,NZ,1116140,PRJNA197972,SAMN00829300,NZ_AQEZ,Escherichia_coli_MP020940.1,False,829300,563291,GCF_000355275.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/275/GCF_000355275.2_ASM35527v2/GCF_000355275.2_ASM35527v2_genomic.fna.gz,Escherichia coli MP020940.1 (E. coli)
219,NZ,1116144,PRJNA197795,SAMN00829347,NZ_APXX,Escherichia_coli_P0298942.7,False,829347,564221,GCF_000357545.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/545/GCF_000357545.2_ASM35754v2/GCF_000357545.2_ASM35754v2_genomic.fna.gz,Escherichia coli P0298942.7 (E. coli)
220,NZ,1116152,PRJNA197965,SAMN00829352,NZ_AQES,Escherichia_coli_P0299438.2,False,829352,563881,GCF_000356645.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/645/GCF_000356645.2_ASM35664v2/GCF_000356645.2_ASM35664v2_genomic.fna.gz,Escherichia coli P0299438.2 (E. coli)
221,NZ,1116155,PRJNA197829,SAMN00829429,NZ_APZF,Escherichia_coli_P0302308.3,False,829429,564311,GCF_000357785.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/785/GCF_000357785.2_ASM35778v2/GCF_000357785.2_ASM35778v2_genomic.fna.gz,Escherichia coli P0302308.3 (E. coli)
222,NZ,1116158,PRJNA197823,SAMN00829420,NZ_APYZ,Escherichia_coli_P0302308.10,False,829420,581328,GCF_000358875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/875/GCF_000358875.1_ASM35887v1/GCF_000358875.1_ASM35887v1_genomic.fna.gz,Escherichia coli P0302308.10 (E. coli)
223,NZ,1116181,PRJNA197877,SAMN00829514,NZ_AQBC,Escherichia_coli_P0304816.5,False,829514,564771,GCF_000358955.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/955/GCF_000358955.2_ASM35895v2/GCF_000358955.2_ASM35895v2_genomic.fna.gz,Escherichia coli P0304816.5 (E. coli)
224,NZ,1116190,PRJNA197872,SAMN00829508,NZ_AQAX,Escherichia_coli_P0304816.14,False,829508,663638,GCF_000358995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/995/GCF_000358995.1_ASM35899v1/GCF_000358995.1_ASM35899v1_genomic.fna.gz,Escherichia coli P0304816.14 (E. coli)
225,NZ,1116193,PRJNA197888,SAMN00829526,NZ_AQBN,Escherichia_coli_P0305260.4,False,829526,564431,GCF_000358045.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/358/045/GCF_000358045.2_ASM35804v2/GCF_000358045.2_ASM35804v2_genomic.fna.gz,Escherichia coli P0305260.4 (E. coli)
226,NZ,1124985,PRJNA224116,SAMN02435999,NZ_AIAD,Escherichia_coli_C1244_91,False,2435999,565471,GCF_000446095.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/095/GCF_000446095.2_ASM44609v2/GCF_000446095.2_ASM44609v2_genomic.fna.gz,Escherichia coli C1244_91 (E. coli)
227,NZ,1125641,PRJNA197844,SAMN00858016,NZ_APZU,Escherichia_coli_P0301867.2,False,858016,563621,GCF_000356025.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/356/025/GCF_000356025.2_ASM35602v2/GCF_000356025.2_ASM35602v2_genomic.fna.gz,Escherichia coli P0301867.2 (E. coli)
228,NZ,1125650,PRJNA197842,SAMN00857934,NZ_APZS,Escherichia_coli_P0299483.3,False,857934,579578,GCF_000357125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/357/125/GCF_000357125.1_ASM35712v1/GCF_000357125.1_ASM35712v1_genomic.fna.gz,Escherichia coli P0299483.3 (E. coli)
229,NZ,1126898,PRJNA224116,SAMN02436004,NZ_AIAV,Escherichia_coli_C353_09,False,2436004,565761,GCF_000446465.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/465/GCF_000446465.2_ASM44646v2/GCF_000446465.2_ASM44646v2_genomic.fna.gz,Escherichia coli C353_09 (E. coli)
230,NZ,1126904,PRJNA224116,SAMN02436008,NZ_AIBB,Escherichia_coli_C496_10,False,2436008,565821,GCF_000446585.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/585/GCF_000446585.2_ASM44658v2/GCF_000446585.2_ASM44658v2_genomic.fna.gz,Escherichia coli C496_10 (E. coli)
231,NZ,1126915,PRJNA224116,SAMN02435910,NZ_AIBK,Escherichia_coli_C717_10,False,2435910,565901,GCF_000446745.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/745/GCF_000446745.2_ASM44674v2/GCF_000446745.2_ASM44674v2_genomic.fna.gz,Escherichia coli C717_10 (E. coli)
232,NZ,1151217,PRJNA220588,SAMN01883227,NZ_AVQW,Escherichia_coli_B28_1,False,1883227,567921,GCF_000462045.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/462/045/GCF_000462045.2_ASM46204v2/GCF_000462045.2_ASM46204v2_genomic.fna.gz,Escherichia coli B28-1 (E. coli)
233,NZ,1151250,PRJNA220616,SAMN01885530,NZ_AVRZ,Escherichia_coli_B113,False,1885530,568201,GCF_000462625.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/462/625/GCF_000462625.2_ASM46262v2/GCF_000462625.2_ASM46262v2_genomic.fna.gz,Escherichia coli B113 (E. coli)
234,NZ,1165949,PRJNA224116,SAMN00991748,GCF_000264015.1,Escherichia_coli_O26_H11_str._CVM9942,True,991748,483468,GCF_000264015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/015/GCF_000264015.1_ASM26401v1/GCF_000264015.1_ASM26401v1_genomic.fna.gz,Escherichia coli O26:H11 str. CVM9942 (E. coli)
235,NZ,1167694,PRJNA180423,SAMN02470124,NZ_AJQW,Escherichia_coli_O32_H37_str._P4,False,2470124,482508,GCF_000259425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/425/GCF_000259425.1_ASM25942v1/GCF_000259425.1_ASM25942v1_genomic.fna.gz,Escherichia coli O32:H37 str. P4 (E. coli)
236,NZ,1169315,PRJNA224116,SAMN00847633,GCF_000407665.1,Escherichia_coli_KTE1,True,847633,702028,GCF_000407665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/665/GCF_000407665.1_Esch_coli_KTE1_V1/GCF_000407665.1_Esch_coli_KTE1_V1_genomic.fna.gz,Escherichia coli KTE1 (E. coli)
237,NZ,1169316,PRJNA224116,SAMN00847634,GCF_000407685.1,Escherichia_coli_KTE3,True,847634,702048,GCF_000407685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/685/GCF_000407685.1_Esch_coli_KTE3_V1/GCF_000407685.1_Esch_coli_KTE3_V1_genomic.fna.gz,Escherichia coli KTE3 (E. coli)
238,NZ,1169342,PRJNA224116,SAMN00847660,GCF_000352205.1,Escherichia_coli_KTE23,True,847660,577168,GCF_000352205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/352/205/GCF_000352205.1_Esch_coli_KTE23_V1/GCF_000352205.1_Esch_coli_KTE23_V1_genomic.fna.gz,Escherichia coli KTE23 (E. coli)
239,NZ,1169346,PRJNA224116,SAMN00847664,GCF_000407885.1,Escherichia_coli_KTE27,True,847664,702248,GCF_000407885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/885/GCF_000407885.1_Esch_coli_KTE27_V1/GCF_000407885.1_Esch_coli_KTE27_V1_genomic.fna.gz,Escherichia coli KTE27 (E. coli)
