data_set,ds_index,alt_loci_count,chromosome_count,contig_count,contig_l50,contig_n50,non_chromosome_replicon_count,replicon_count,scaffold_count,scaffold_count_placed,scaffold_count_unlocalized,scaffold_count_unplaced,scaffold_l50,scaffold_n50,total_length,ungapped_length,assembly-level,assembly-status,representative-status,submitter-organization,taxonomy-check-status
ondov_2016,299,0,0,44,6,230345,0,0,9,0,0,9,1,2511170,4900974,4851566,2,Scaffold,na,Broad Institute,OK
ondov_2016,300,0,0,55,7,222503,0,0,6,0,0,6,1,3559511,4916137,4865745,2,Scaffold,na,Broad Institute,OK
ondov_2016,301,0,0,62,7,239446,0,0,19,0,0,19,2,1826092,5246020,5190522,2,Scaffold,na,Broad Institute,OK
ondov_2016,302,0,0,52,6,235014,0,0,20,0,0,20,2,1458945,5328953,5281373,2,Scaffold,na,Broad Institute,OK
ondov_2016,303,0,0,29,5,334032,0,0,7,0,0,7,2,1582393,5075922,5036144,2,Scaffold,na,Broad Institute,OK
ondov_2016,304,0,0,46,7,281427,0,0,13,0,0,13,2,1303622,5260510,5196750,2,Scaffold,na,Broad Institute,OK
ondov_2016,305,0,0,37,8,219091,0,0,6,0,0,6,1,4066994,4874256,4815844,2,Scaffold,na,Broad Institute,OK
ondov_2016,306,0,0,87,10,208778,0,0,19,0,0,19,2,1486659,5648724,5498823,2,Scaffold,na,Broad Institute,OK
ondov_2016,307,0,0,39,6,249813,0,0,8,0,0,8,2,1526657,5213194,5159279,2,Scaffold,na,Broad Institute,OK
ondov_2016,308,0,0,28,5,408232,0,0,14,0,0,14,1,2786433,5078427,5061337,2,Scaffold,na,Broad Institute,OK
ondov_2016,309,0,0,34,8,230950,0,0,16,0,0,16,2,782202,5105024,5084473,2,Scaffold,na,Broad Institute,OK
ondov_2016,310,0,0,38,7,277794,0,0,11,0,0,11,2,1372114,4955530,4943203,2,Scaffold,na,Broad Institute,OK
ondov_2016,311,0,0,139,17,102346,0,0,139,0,0,139,17,102346,5094267,5094267,1,Contig,na,"National University of Singapore, Genome Institute of Singapore",OK
ondov_2016,312,0,0,138,16,96893,0,0,138,0,0,138,16,96893,5008898,5008898,1,Contig,na,"National University of Singapore, Genome Institute of Singapore",OK
ondov_2016,313,0,0,145,16,107657,0,0,145,0,0,145,16,107657,4878217,4878217,1,Contig,na,"National University of Singapore, Genome Institute of Singapore",OK
ondov_2016,314,0,0,152,17,104292,0,0,152,0,0,152,17,104292,4977211,4977211,1,Contig,na,"National University of Singapore, Genome Institute of Singapore",OK
ondov_2016,315,0,0,479,21,74490,0,0,479,0,0,479,21,74490,5310324,5310324,1,Contig,na,"Korea National Institute of Health, Korea Centers for Disease Control & Prevention",OK
ondov_2016,316,0,0,415,22,66926,0,0,415,0,0,415,22,66926,4959704,4959704,1,Contig,na,"Korea National Institute of Health, Korea Centers for Disease Control & Prevention",OK
ondov_2016,317,0,0,116,10,147323,0,0,116,0,0,116,10,147323,5113276,5113276,1,Contig,na,Technical University of Denmark,OK
ondov_2016,318,0,0,38,5,445693,0,0,14,0,0,14,2,823760,5488136,5457007,2,Scaffold,na,Broad Institute,OK
ondov_2016,319,0,0,627,14,99388,0,0,410,0,0,410,12,123226,5070626,5067802,2,Scaffold,na,"Institute of Microbiology, Chinese Academy of Sciences",OK
ondov_2016,320,0,0,293,18,93355,0,0,225,0,0,225,10,174800,5108045,5101245,2,Scaffold,na,The Genome Institute,OK
ondov_2016,321,0,0,123,13,112389,0,0,123,0,0,123,13,112389,4393089,4393089,1,Contig,na,Institute of Microbial Technology,OK
ondov_2016,322,0,0,560,83,19193,0,0,560,0,0,560,83,19193,5292880,5292880,1,Contig,na,National Veterinary Institute (SVA),OK
ondov_2016,323,0,0,136,14,130690,0,0,136,0,0,136,14,130690,5312293,5312293,1,Contig,na,Lebanese American University,OK
ondov_2016,324,0,0,108,8,210447,0,0,108,0,0,108,8,210447,5237695,5237695,1,Contig,na,Lebanese American University,OK
ondov_2016,325,0,0,113,8,214429,0,0,113,0,0,113,8,214429,5243780,5243780,1,Contig,na,Lebanese American University,OK
ondov_2016,326,0,0,113,8,235996,0,0,113,0,0,113,8,235996,5311803,5311803,1,Contig,na,Lebanese American University,OK
ondov_2016,327,0,0,550,18,92103,0,0,414,0,0,414,16,114904,5275519,5261919,2,Scaffold,na,"Department of Pediatrics, Washington University School of Medicine",OK
ondov_2016,328,0,0,545,19,85499,0,0,402,0,0,402,17,105599,5261962,5259799,2,Scaffold,na,"Department of Pediatrics, Washington University School of Medicine",OK
ondov_2016,329,0,0,373,19,92001,0,0,373,0,0,373,19,92001,5284807,5284807,1,Contig,na,American Type Culture Collection,OK
ondov_2016,330,0,0,499,23,74977,0,0,499,0,0,499,23,74977,5141142,5141142,1,Contig,na,University Medical Center Utrecht,OK
ondov_2016,331,0,0,380,23,71104,0,0,380,0,0,380,23,71104,5183862,5183862,1,Contig,na,University Medical Center Utrecht,OK
ondov_2016,332,0,0,363,26,53555,0,0,363,0,0,363,26,53555,5071821,5071821,1,Contig,na,University Medical Center Utrecht,OK
ondov_2016,333,0,0,237,13,149744,0,0,237,0,0,237,13,149744,5182766,5182766,1,Contig,na,University Medical Center Utrecht,OK
ondov_2016,334,0,1,5,1,4874704,4,5,5,5,0,0,1,4874804,5254632,5254432,4,Chromosome,na,University Medical Center Utrecht,OK
ondov_2016,335,0,0,37,6,272156,0,0,9,0,0,9,2,909694,5114525,5077115,2,Scaffold,na,Broad Institute,OK
ondov_2016,336,0,0,46,4,480328,0,0,16,0,0,16,2,1007461,5277780,5224265,2,Scaffold,na,Broad Institute,OK
ondov_2016,337,0,0,24,3,854500,0,0,7,0,0,7,1,2871081,5167635,5144669,2,Scaffold,na,Broad Institute,OK
ondov_2016,338,0,0,37,4,450616,0,0,14,0,0,14,1,2854733,5175426,5122875,2,Scaffold,na,Broad Institute,OK
ondov_2016,339,0,0,32,4,519460,0,0,7,0,0,7,1,4151762,5061357,5000065,2,Scaffold,na,Broad Institute,OK
ondov_2016,340,0,0,55,6,341304,0,0,12,0,0,12,1,3268328,5554292,5414383,2,Scaffold,na,Broad Institute,OK
ondov_2016,341,0,0,132,13,102784,0,0,132,0,0,132,13,102784,4819146,4819146,1,Contig,na,IGS,OK
ondov_2016,342,0,0,82,7,194151,0,0,82,0,0,82,7,194151,4945389,4945389,1,Contig,na,IGS,OK
ondov_2016,343,0,0,183,11,131458,0,0,183,0,0,183,11,131458,5325397,5325397,1,Contig,na,IGS,OK
ondov_2016,344,0,0,155,11,148818,0,0,155,0,0,155,11,148818,5070287,5070287,1,Contig,na,IGS,OK
ondov_2016,345,0,0,144,12,151960,0,0,144,0,0,144,12,151960,5153746,5153746,1,Contig,na,IGS,OK
ondov_2016,346,0,0,333,24,63364,0,0,333,0,0,333,24,63364,5446772,5446772,1,Contig,na,IGS,OK
ondov_2016,347,0,0,181,19,95105,0,0,181,0,0,181,19,95105,5089646,5089646,1,Contig,na,IGS,OK
ondov_2016,348,0,0,124,6,294694,0,0,124,0,0,124,6,294694,5331786,5331786,1,Contig,na,IGS,OK
ondov_2016,349,0,0,306,45,36717,0,0,306,0,0,306,45,36717,5135834,5135834,1,Contig,na,IGS,OK
ondov_2016,350,0,0,203,23,67438,0,0,203,0,0,203,23,67438,5098119,5098119,1,Contig,na,IGS,OK
ondov_2016,351,0,0,121,10,169574,0,0,121,0,0,121,10,169574,5310180,5310180,1,Contig,na,IGS,OK
ondov_2016,352,0,0,116,11,134814,0,0,116,0,0,116,11,134814,4983084,4983084,1,Contig,na,IGS,OK
ondov_2016,353,0,0,303,24,67489,0,0,303,0,0,303,24,67489,5317915,5317915,1,Contig,na,IGS,OK
ondov_2016,354,0,0,249,16,99158,0,0,249,0,0,249,16,99158,5633367,5633367,1,Contig,na,IGS,OK
ondov_2016,355,0,0,193,19,89925,0,0,193,0,0,193,19,89925,5192502,5192502,1,Contig,na,IGS,OK
ondov_2016,356,0,0,175,13,122590,0,0,175,0,0,175,13,122590,5514291,5514291,1,Contig,na,IGS,OK
ondov_2016,357,0,0,106,8,212929,0,0,106,0,0,106,8,212929,4871736,4871736,1,Contig,na,IGS,OK
ondov_2016,358,0,0,116,11,146199,0,0,116,0,0,116,11,146199,4777481,4777481,1,Contig,na,IGS,OK
ondov_2016,359,0,0,174,14,130581,0,0,174,0,0,174,14,130581,5541966,5541966,1,Contig,na,IGS,OK
ondov_2016,360,0,0,159,11,154724,0,0,159,0,0,159,11,154724,5498100,5498100,1,Contig,na,IGS,OK
ondov_2016,361,0,0,180,20,89593,0,0,180,0,0,180,20,89593,5179950,5179950,1,Contig,na,IGS,OK
ondov_2016,362,0,0,171,12,132055,0,0,171,0,0,171,12,132055,5294750,5294750,1,Contig,na,IGS,OK
ondov_2016,363,0,0,141,12,169715,0,0,141,0,0,141,12,169715,5560615,5560615,1,Contig,na,IGS,OK
ondov_2016,364,0,0,225,21,70830,0,0,225,0,0,225,21,70830,5215424,5215424,1,Contig,na,IGS,OK
ondov_2016,365,0,0,241,13,104934,0,0,241,0,0,241,13,104934,5246595,5246595,1,Contig,na,IGS,OK
ondov_2016,366,0,0,155,12,133821,0,0,155,0,0,155,12,133821,5427639,5427639,1,Contig,na,IGS,OK
ondov_2016,367,0,0,172,15,130505,0,0,172,0,0,172,15,130505,5345933,5345933,1,Contig,na,IGS,OK
ondov_2016,368,0,0,433,16,96774,0,0,433,0,0,433,16,96774,5208246,5208246,1,Contig,na,IGS,OK
ondov_2016,369,0,0,95,13,131130,0,0,95,0,0,95,13,131130,5137238,5137238,1,Contig,na,CDC,OK
ondov_2016,370,0,0,286,16,90171,0,0,204,0,0,204,15,99714,5279610,5265627,8,Scaffold,na,CDC,OK
ondov_2016,371,0,0,310,14,103981,0,0,198,0,0,198,13,122732,5164758,5146837,8,Scaffold,na,CDC,OK
ondov_2016,372,0,0,294,16,90803,0,0,205,0,0,205,15,99739,5295463,5281628,8,Scaffold,na,CDC,OK
ondov_2016,373,0,0,96,14,127233,0,0,96,0,0,96,14,127233,5306628,5306628,1,Contig,na,CDC,OK
ondov_2016,374,0,0,246,14,122201,0,0,196,0,0,196,13,122315,5200994,5192850,8,Scaffold,na,CDC,OK
ondov_2016,375,0,0,141,17,112240,0,0,141,0,0,141,17,112240,5468935,5468935,1,Contig,na,CDC,OK
ondov_2016,376,0,0,247,13,127879,0,0,178,0,0,178,11,149345,5275864,5263709,8,Scaffold,na,CDC,OK
ondov_2016,377,0,0,124,13,142105,0,0,124,0,0,124,13,142105,5384883,5384883,1,Contig,na,CDC,OK
ondov_2016,378,0,0,240,14,129685,0,0,177,0,0,177,11,148205,5366892,5355129,8,Scaffold,na,CDC,OK
ondov_2016,379,0,0,270,13,133137,0,0,191,0,0,191,12,140147,5307665,5293731,8,Scaffold,na,CDC,OK
ondov_2016,380,0,0,96,11,156618,0,0,96,0,0,96,11,156618,5351311,5351311,1,Contig,na,CDC,OK
ondov_2016,381,0,0,254,11,183922,0,0,193,0,0,193,11,183922,5327667,5317563,8,Scaffold,na,CDC,OK
ondov_2016,382,0,0,225,13,142474,0,0,177,0,0,177,12,149236,5356786,5348363,8,Scaffold,na,CDC,OK
ondov_2016,383,0,0,232,11,148205,0,0,182,0,0,182,11,171026,5274592,5265731,8,Scaffold,na,CDC,OK
ondov_2016,384,0,0,275,13,144824,0,0,193,0,0,193,11,148160,5332957,5318732,8,Scaffold,na,CDC,OK
ondov_2016,385,0,0,99,12,145713,0,0,99,0,0,99,12,145713,5350288,5350288,1,Contig,na,CDC,OK
ondov_2016,386,0,0,144,14,129204,0,0,144,0,0,144,14,129204,5394461,5394461,1,Contig,na,CDC,OK
ondov_2016,387,0,0,118,13,138892,0,0,118,0,0,118,13,138892,5123375,5123375,1,Contig,na,CDC,OK
ondov_2016,388,0,0,390,20,94648,0,0,270,0,0,270,19,100586,5572131,5550909,8,Scaffold,na,CDC,OK
ondov_2016,389,0,0,377,19,91463,0,0,279,0,0,279,18,104128,5311895,5293499,8,Scaffold,na,CDC,OK
ondov_2016,390,0,0,210,19,72690,0,0,180,0,0,180,17,85380,4815274,4810690,8,Scaffold,na,CDC,OK
ondov_2016,391,0,0,130,18,108905,0,0,130,0,0,130,18,108905,5513970,5513970,1,Contig,na,CDC,OK
ondov_2016,392,0,0,182,22,77552,0,0,182,0,0,182,22,77552,5262590,5262590,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,393,0,0,157,14,124420,0,0,157,0,0,157,14,124420,5276811,5276811,1,Contig,na,Canadian Food Inspection Agency,OK
ondov_2016,394,0,1,1,1,4636831,0,1,1,1,0,0,1,4636831,4636831,4636831,90,Complete Genome,na,Pacific Biosciences,OK
ondov_2016,395,0,0,148,18,96128,0,0,37,0,0,37,3,711255,4993477,4944201,2,Scaffold,na,Broad Institute,OK
ondov_2016,396,0,1,1,1,4585620,0,1,1,1,0,0,1,4585620,4585620,4585620,90,Complete Genome,na,Austrian Centre of Industrial Biotechnology,OK
ondov_2016,397,0,0,480,19,89397,0,0,188,0,0,188,13,134011,5355615,5352695,8,Scaffold,na,NTNU,OK
ondov_2016,398,0,0,34,6,352987,0,0,34,0,0,34,6,352987,5334847,5334847,1,Contig,na,NTNU,OK
ondov_2016,399,0,0,341,18,83913,0,0,152,0,0,152,15,118579,5218828,5216938,8,Scaffold,na,NTNU,OK
ondov_2016,400,0,0,55,5,364350,0,0,55,0,0,55,5,364350,5538747,5538747,1,Contig,na,NTNU,OK
ondov_2016,401,0,0,2155,173,9625,0,0,394,0,0,394,25,71591,6042777,6025167,8,Scaffold,na,NTNU,OK
ondov_2016,402,0,0,50,6,326437,0,0,50,0,0,50,6,326437,5498438,5498438,1,Contig,na,NTNU,OK
ondov_2016,403,0,0,316,29,58175,0,0,192,0,0,192,20,87826,5560286,5559046,8,Scaffold,na,NTNU,OK
ondov_2016,404,0,0,38,6,359709,0,0,38,0,0,38,6,359709,5590987,5590987,1,Contig,na,NTNU,OK
ondov_2016,405,0,0,38,4,438196,0,0,38,0,0,38,4,438196,5511800,5511800,1,Contig,na,NTNU,OK
ondov_2016,406,0,0,119,14,121709,0,0,89,0,0,89,8,136546,5075622,5075322,8,Scaffold,na,NTNU,OK
ondov_2016,407,0,0,326,31,53921,0,0,227,0,0,227,27,64238,5363751,5362761,8,Scaffold,na,NTNU,OK
ondov_2016,408,0,0,51,6,377015,0,0,51,0,0,51,6,377015,5404640,5404640,1,Contig,na,NTNU,OK
ondov_2016,409,0,0,318,12,128818,0,0,134,0,0,134,8,210271,5177843,5176003,8,Scaffold,na,NTNU,OK
ondov_2016,410,0,0,314,19,87902,0,0,161,0,0,161,14,118863,5328929,5327399,8,Scaffold,na,NTNU,OK
ondov_2016,411,0,0,689,90,17985,0,0,689,0,0,689,90,17985,5439347,5439347,1,Contig,na,CGS-GL,OK
ondov_2016,412,0,0,1271,162,8353,0,0,1271,0,0,1271,162,8353,5158422,5158422,1,Contig,na,CGS-GL,OK
ondov_2016,413,0,0,1730,96,17238,0,0,1730,0,0,1730,96,17238,6949752,6949752,1,Contig,na,CGS-GL,OK
ondov_2016,414,0,0,2606,318,5549,0,0,2606,0,0,2606,318,5549,9030472,9030472,1,Contig,na,CGS-GL,OK
ondov_2016,415,0,0,6,1,3090951,0,0,6,0,0,6,1,3090951,4587712,4587712,1,Contig,na,The Hong Kong University of Science and Technology,OK
ondov_2016,416,0,0,76,11,195326,0,0,76,0,0,76,11,195326,5018127,5018127,1,Contig,na,USFDA,OK
ondov_2016,417,0,0,167,23,67832,0,0,167,0,0,167,23,67832,4932791,4932791,1,Contig,na,UC Davis,OK
ondov_2016,418,0,0,102,9,198017,0,0,102,0,0,102,9,198017,5203662,5203662,1,Contig,na,UC Davis,OK
ondov_2016,419,0,1,1,1,4807977,0,1,1,1,0,0,1,4807977,4807977,4807977,90,Complete Genome,na,University of Antwerpen,OK
ondov_2016,420,0,1,1,1,5090442,0,1,1,1,0,0,1,5090442,5090442,5090442,90,Complete Genome,na,University of Antwerpen,OK
ondov_2016,421,0,0,198,11,161684,0,0,198,0,0,198,11,161684,5405645,5405645,1,Contig,na,U.S. Food and Drug Administration,OK
ondov_2016,422,0,0,117,13,138634,0,0,117,0,0,117,13,138634,5218479,5218479,1,Contig,na,"University of Maryland, School of Medicine",OK
ondov_2016,423,0,0,179,16,103971,0,0,179,0,0,179,16,103971,5200515,5200515,1,Contig,na,"University of Maryland, School of Medicine",OK
ondov_2016,424,0,1,4,1,5310511,3,4,4,4,0,0,1,5310511,5559642,5559642,90,Complete Genome,na,NIH,OK
ondov_2016,425,0,0,402,34,46222,0,0,118,0,0,118,9,203694,5284295,5256491,8,Scaffold,na,University of Washington,OK
ondov_2016,426,0,0,229,28,58353,0,0,170,0,0,170,23,79505,5056427,5051469,8,Scaffold,na,University of Washington,OK
ondov_2016,427,0,0,248,20,104510,0,0,165,0,0,165,18,111016,5414877,5406661,8,Scaffold,na,University of Washington,OK
ondov_2016,428,0,0,88,9,191147,0,0,63,0,0,63,6,313043,5300028,5297618,8,Scaffold,na,University of Washington,OK
ondov_2016,429,0,0,106,11,156456,0,0,82,0,0,82,9,185351,4945460,4943060,8,Scaffold,na,University of Washington,OK
ondov_2016,430,0,0,272,22,78929,0,0,194,0,0,194,19,96295,5384404,5376780,8,Scaffold,na,University of Washington,OK
ondov_2016,431,0,0,412,39,40553,0,0,203,0,0,203,19,91926,5410863,5390745,8,Scaffold,na,University of Washington,OK
ondov_2016,432,0,0,100,14,113070,0,0,40,0,0,40,6,276155,4819668,4813832,8,Scaffold,na,University of Washington,OK
ondov_2016,433,0,0,181,28,52247,0,0,66,0,0,66,9,209353,4811056,4799813,8,Scaffold,na,University of Washington,OK
ondov_2016,434,0,0,976,152,8724,0,0,700,0,0,700,113,12263,4839229,4811804,8,Scaffold,na,University of Washington,OK
ondov_2016,435,0,0,231,14,113164,0,0,141,0,0,141,11,171409,5315257,5306344,8,Scaffold,na,University of Washington,OK
ondov_2016,436,0,0,140,13,148879,0,0,81,0,0,81,10,193391,5200264,5194450,8,Scaffold,na,University of Washington,OK
ondov_2016,437,0,0,169,15,102128,0,0,83,0,0,83,7,222387,5147861,5139261,8,Scaffold,na,University of Washington,OK
ondov_2016,438,0,0,149,13,138998,0,0,90,0,0,90,8,215898,5171438,5165538,8,Scaffold,na,University of Washington,OK
ondov_2016,439,0,0,308,43,30029,0,0,75,0,0,75,8,231337,4943255,4920219,8,Scaffold,na,University of Washington,OK
ondov_2016,440,0,0,124,11,168458,0,0,77,0,0,77,6,286802,5183443,5178743,8,Scaffold,na,University of Washington,OK
ondov_2016,441,0,0,182,21,87743,0,0,129,0,0,129,12,134900,5333267,5328140,8,Scaffold,na,University of Washington,OK
ondov_2016,442,0,0,122,11,143130,0,0,77,0,0,77,8,212149,5096042,5091542,8,Scaffold,na,University of Washington,OK
ondov_2016,443,0,0,241,27,55332,0,0,152,0,0,152,20,80395,5000419,4991780,8,Scaffold,na,University of Washington,OK
ondov_2016,444,0,0,223,24,66886,0,0,88,0,0,88,8,276356,5140107,5126607,8,Scaffold,na,University of Washington,OK
ondov_2016,445,0,0,245,35,42351,0,0,103,0,0,103,14,102117,4897356,4883584,8,Scaffold,na,University of Washington,OK
ondov_2016,446,0,0,857,131,9385,0,0,764,0,0,764,111,11682,4601638,4592338,8,Scaffold,na,University of Washington,OK
ondov_2016,447,0,0,128,10,134841,0,0,93,0,0,93,6,275111,4900434,4896934,8,Scaffold,na,University of Washington,OK
ondov_2016,448,0,0,146,15,94411,0,0,70,0,0,70,6,286461,4936829,4929229,8,Scaffold,na,University of Washington,OK
ondov_2016,449,0,0,169,18,92615,0,0,123,0,0,123,14,105276,4892635,4888035,8,Scaffold,na,University of Washington,OK
ondov_2016,450,0,0,416,44,38593,0,0,387,0,0,387,43,40470,5279004,5278714,8,Scaffold,na,University of Copenhagen,OK
ondov_2016,451,0,0,120,9,202181,0,0,120,0,0,120,9,202181,4971965,4971965,1,Contig,na,unverisity medical center groningen,OK
ondov_2016,452,0,0,194,9,190815,0,0,194,0,0,194,9,190815,4935073,4935073,1,Contig,na,GlaxoSmithKline,OK
ondov_2016,453,0,0,201,9,190816,0,0,201,0,0,201,9,190816,4936579,4936579,1,Contig,na,GlaxoSmithKline,OK
ondov_2016,454,0,0,155,15,112052,0,0,155,0,0,155,15,112052,5069172,5069172,1,Contig,na,FDA,OK
ondov_2016,455,0,0,187,19,94688,0,0,187,0,0,187,19,94688,4778879,4778879,1,Contig,na,FDA,OK
ondov_2016,456,0,0,237,16,106398,0,0,237,0,0,237,16,106398,5205271,5205271,1,Contig,na,University of Malaya,OK
ondov_2016,457,0,0,198,22,77129,0,0,198,0,0,198,22,77129,4941386,4941386,1,Contig,na,University of Malaya,OK
ondov_2016,458,0,0,160,14,132088,0,0,160,0,0,160,14,132088,4898283,4898283,1,Contig,na,University of Malaya,OK
ondov_2016,459,0,0,213,16,111597,0,0,213,0,0,213,16,111597,4880879,4880879,1,Contig,na,University of Malaya,OK
ondov_2016,460,0,0,241,18,98053,0,0,241,0,0,241,18,98053,5352887,5352887,1,Contig,na,Canadian Food Inspection Agency,OK
ondov_2016,461,0,0,204,25,66593,0,0,204,0,0,204,25,66593,4931762,4931762,1,Contig,na,Canadian Food Inspection Agency,OK
ondov_2016,462,0,0,229,18,83111,0,0,229,0,0,229,18,83111,5092400,5092400,1,Contig,na,Canadian Food Inspection Agency,OK
ondov_2016,463,0,0,242,29,58735,0,0,242,0,0,242,29,58735,5303239,5303239,1,Contig,na,Canadian Food Inspection Agency,OK
ondov_2016,464,0,0,234,29,55680,0,0,227,0,0,227,29,55680,5177251,5176735,8,Scaffold,na,University of Minnesota,OK
ondov_2016,465,0,0,560,25,85617,0,0,560,0,0,560,25,85617,5681572,5681572,1,Contig,na,Copenhagen University,OK
ondov_2016,466,0,0,309,21,79323,0,0,309,0,0,309,21,79323,4947468,4947468,1,Contig,na,CDC,OK
ondov_2016,467,0,0,276,18,82505,0,0,276,0,0,276,18,82505,4774574,4774574,1,Contig,na,CDC,OK
ondov_2016,468,0,0,287,24,69881,0,0,287,0,0,287,24,69881,4875984,4875984,1,Contig,na,CDC,OK
ondov_2016,469,0,0,149,10,204756,0,0,146,0,0,146,10,204756,5454210,5452601,8,Scaffold,na,Norwegian University of Science and Technology,OK
ondov_2016,470,0,0,211,15,129744,0,0,210,0,0,210,15,129744,5566977,5566472,8,Scaffold,na,Norwegian University of Science and Technology,OK
ondov_2016,471,0,0,122,9,238055,0,0,120,0,0,120,9,238055,5322683,5321480,8,Scaffold,na,Norwegian University of Science and Technology,OK
ondov_2016,472,0,0,212,12,159658,0,0,210,0,0,210,12,159658,5463804,5462710,8,Scaffold,na,Norwegian University of Science and Technology,OK
ondov_2016,473,0,0,162,13,135425,0,0,83,0,0,83,4,505877,5477953,5446689,2,Scaffold,na,Broad Institute,OK
ondov_2016,474,0,0,188,18,80661,0,0,67,0,0,67,4,551605,5413197,5365946,2,Scaffold,na,Broad Institute,OK
ondov_2016,475,0,0,83,7,247963,0,0,83,0,0,83,7,247963,5173444,5173444,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,476,0,0,791,21,69641,0,0,791,0,0,791,21,69641,5296992,5296992,1,Contig,na,National Bioforensic Analysis Center,OK
ondov_2016,477,0,0,267,13,127640,0,0,267,0,0,267,13,127640,5201104,5201104,1,Contig,na,National Bioforensic Analysis Center,OK
ondov_2016,478,0,0,456,63,24993,0,0,171,0,0,171,18,104454,5003342,4982225,2,Scaffold,na,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,OK
ondov_2016,479,0,0,75,7,238322,0,0,75,0,0,75,7,238322,5290142,5290142,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,480,0,0,37,4,469694,0,0,37,0,0,37,4,469694,4989407,4989407,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,481,0,0,63,8,190474,0,0,63,0,0,63,8,190474,5108720,5108720,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,482,0,0,68,7,339091,0,0,68,0,0,68,7,339091,5308142,5308142,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,483,0,0,76,11,172186,0,0,76,0,0,76,11,172186,5368171,5368171,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,484,0,0,61,10,209201,0,0,61,0,0,61,10,209201,5404073,5404073,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,485,0,0,91,12,142248,0,0,91,0,0,91,12,142248,5764314,5764314,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,486,0,0,81,11,182269,0,0,81,0,0,81,11,182269,5361548,5361548,1,Contig,na,Institute for Genome Sciences,OK
ondov_2016,487,0,0,28,3,673650,0,0,28,0,0,28,3,673650,5685669,5685669,1,Contig,na,E. coli Reference Center,Inconclusive
ondov_2016,488,0,0,36,5,441625,0,0,36,0,0,36,5,441625,5212383,5212383,1,Contig,na,E. coli Reference Center,OK
ondov_2016,489,0,0,22,1,3744371,0,0,22,0,0,22,1,3744371,5450436,5450436,1,Contig,na,E. coli Reference Center,OK
ondov_2016,490,0,0,41,3,892433,0,0,41,0,0,41,3,892433,5870822,5870822,1,Contig,na,E. coli Reference Center,OK
ondov_2016,491,0,0,8,2,1164379,0,0,8,0,0,8,2,1164379,4643920,4643920,1,Contig,na,E. coli Reference Center,OK
ondov_2016,492,0,0,57,8,284813,0,0,57,0,0,57,8,284813,5569621,5569621,1,Contig,na,Virginia Bioinformatics Institute,OK
